NumeroProcurado,ComparacoesLista,ComparacoesBST
25994,4724,17
17947,1626,22
22001,5482,17
20949,2755,9
14257,3664,18
30928,944,17
16933,8745,19
14188,3806,15
2418,8689,11
19882,2162,19
19190,3270,16
11992,6852,23
1306,2843,14
114,8052,11
758,1855,16
9263,537,21
28166,7773,11
28356,6856,10
13601,628,23
17345,6923,22
2235,6177,10
31755,3441,14
2072,2935,16
32388,9129,13
25939,7941,13
30457,2503,18
20229,8640,12
27852,1462,17
8704,8038,22
10457,5680,15
22960,5698,21
1821,4637,15
11616,3760,21
6011,8538,17
464,8079,9
6233,4945,16
23044,8438,19
30380,8697,15
919,924,21
18640,7660,16
685,7361,8
15232,3364,16
31678,6390,16
2215,4132,16
18255,9835,11
9386,6910,19
13595,7664,18
1033,5213,17
22745,3082,23
11823,8917,16
30035,8642,15
25027,9650,10
18219,7916,19
2769,9661,7
16559,3329,29
27021,9186,16
18627,997,18
11958,4346,22
25187,6318,13
24242,6250,19
4971,2346,23
12547,8160,20
15836,7329,16
18032,9015,20
21017,603,20
11903,7915,19
14673,7314,20
25688,5128,11
20949,2755,9
20758,30,11
25589,8508,12
5363,5797,15
22576,6160,17
2844,2493,12
20681,4833,11
11587,7683,18
23333,5761,14
29198,8057,10
22988,8891,17
5316,6771,12
6232,3250,17
12931,6495,21
19126,888,15
31295,6254,14
22913,4905,17
29528,9312,14
14768,7396,19
5216,7394,13
24192,9327,13
15486,2879,14
9333,8084,17
15441,6921,16
2762,111,11
30515,1869,22
18475,5382,19
16794,7630,20
21126,8686,15
6321,6805,22
16266,9386,21
24001,6511,13
23291,3262,18
26731,9574,15
8623,2175,23
24872,754,18
7408,2051,16
29188,9828,9
4942,8943,13
30734,2744,15
12369,9475,17
18156,8879,18
14773,6265,20
20389,9298,14
14442,9518,13
1799,3839,13
8490,9200,12
30730,279,18
8841,3409,21
6668,6036,17
26476,486,20
8918,3969,20
7595,4091,17
24046,9199,13
30665,9065,12
7491,8203,15
29611,652,18
27794,4048,14
20743,1642,12
22495,4171,17
6318,8129,20
12939,6656,20
10265,1760,16
12691,9583,15
21694,6913,16
4501,2747,18
1161,7487,16
18043,7658,21
11,389,8
16027,8979,20
32684,3096,18
314,9068,8
19201,1833,16
26672,9238,16
18173,5392,22
1052,5011,18
10156,886,18
23316,5131,15
22288,6673,18
9333,8084,17
220,1068,13
2213,4255,15
17308,8369,17
18994,4487,8
19948,5904,16
21162,3267,17
7772,7348,17
30056,3798,17
13338,7434,19
26439,8258,14
20840,8307,10
4124,3845,13
25589,8508,12
31006,3315,16
15929,7626,19
18250,9967,7
21247,6498,15
11330,8516,22
24348,4883,15
12244,9765,15
4381,7052,15
29668,1793,16
3031,7397,13
17342,9846,15
20120,5069,14
21523,8087,14
12467,9530,16
8604,3181,22
4603,4738,16
29611,652,18
1794,9363,11
4554,1165,14
31478,5825,15
14464,7483,16
24226,6156,19
7036,9886,10
7820,2072,17
13641,7745,19
12301,7824,20
21141,9157,14
610,5921,10
13925,3305,22
18261,9691,12
26021,8293,12
8489,550,15
2981,2568,16
21463,6978,14
22804,8872,18
22977,5113,22
14295,3864,18
8384,9684,9
15120,156,21
2930,769,17
29166,8981,13
28952,8748,13
11614,14,22
30189,6181,17
28103,5162,15
4570,9582,9
30536,6744,19
10985,6217,18
10109,1690,14
27724,2894,21
15238,1067,16
30380,8697,15
2282,1710,10
27465,9376,15
6643,5387,16
17824,6584,20
10017,6930,16
21026,1106,20
15756,8701,19
31136,184,20
8182,4318,20
5534,521,19
22029,3442,21
30734,2744,15
21369,133,16
26070,2767,15
29543,2641,21
14005,8928,16
25403,2096,15
15527,4856,18
11101,2806,22
17838,796,21
14713,1193,22
11488,7015,21
3720,7949,13
17240,3546,25
29564,8215,16
27554,8564,17
8630,157,23
32699,6084,17
5530,2861,18
17234,8618,20
31533,2773,16
9644,3772,18
10116,9249,13
13634,8435,18
2171,5416,15
6329,5659,23
12307,2286,20
24177,7379,17
3213,297,18
28368,7368,9
816,7209,15
20971,4870,14
28015,3349,20
5494,4730,14
4594,596,16
9385,4745,20
24516,2130,20
2587,2717,15
22953,1765,22
8190,2713,20
28952,8748,13
25931,7540,14
30268,6243,17
23259,6093,20
1643,9306,9
28639,3075,12
6033,8550,16
29944,4373,21
26411,7075,14
5997,5626,20
2551,1485,20
31661,6384,16
29708,3012,16
28575,8209,11
13453,429,22
27408,3087,22
28374,3149,11
27947,6663,18
4797,7981,14
23135,1484,18
20674,1854,12
25008,4921,16
25284,8674,16
7089,1688,18
31382,4661,16
14677,5603,21
10989,1243,18
3681,8392,13
491,9940,3
29420,8793,17
4801,7741,15
24419,8749,15
18895,1605,19
14336,866,17
19992,813,17
16964,1142,27
8250,3182,18
26262,6521,12
6341,8255,18
24063,9783,12
3978,2675,13
3765,4516,14
7813,2050,17
14242,2839,19
30705,1951,15
9871,9474,13
6111,4664,19
8804,3499,24
10727,8192,19
26908,9189,18
5054,4279,16
20077,6132,12
23024,9190,17
29208,3363,19
24957,8961,12
28653,345,13
26891,2154,18
31666,1148,17
27620,3764,20
15916,5988,19
19315,2111,18
24864,7003,15
20056,5681,11
3145,7806,11
17489,8666,22
27313,94,23
7429,2589,20
26696,8587,18
26332,416,18
11642,404,18
3491,5738,19
23277,7988,17
10142,260,21
24606,4650,17
25407,6212,15
23363,359,16
13482,7039,14
13006,3636,21
12337,3851,19
1161,7487,16
23217,9980,8
10791,9517,13
8384,9684,9
2027,8691,13
25408,2633,16
21903,6285,21
7892,6334,19
16465,5088,22
13453,429,22
15917,9373,17
10189,4245,21
9299,6,20
31481,9194,13
7709,1340,16
18995,2025,9
2938,2371,16
26001,4274,15
9367,8463,18
4666,9821,8
10979,7810,16
30294,825,19
3894,8156,16
20757,9119,8
28948,1523,15
32130,1263,14
1482,4612,15
2917,7259,13
21409,9816,10
3032,9163,11
28330,8770,9
14857,6206,18
11457,2211,23
12626,7767,23
20995,6150,16
26759,1563,19
24176,6097,18
2551,1485,20
7457,3120,20
8276,2609,18
32457,9509,11
16708,9445,21
19647,9437,7
14642,8711,16
3104,2484,18
17672,5181,21
10707,3332,21
11385,6765,25
12378,2581,22
12302,8133,19
28469,1439,15
17561,1763,24
1259,4997,19
14930,432,20
27781,2440,21
27100,3910,21
4296,572,14
22495,4171,17
6129,9673,12
24184,8414,17
31821,8882,12
7938,8187,17
10105,9858,9
2194,729,17
21944,5248,21
2515,8937,13
25897,5977,14
1596,4454,11
9915,6550,18
3276,4029,15
19476,3604,11
29599,386,19
29014,7616,13
20881,4523,14
12014,5494,22
27447,7586,18
16816,3960,23
26306,8576,12
6520,4811,17
9909,5141,20
1861,7914,13
19156,2540,17
30850,8403,12
16299,3768,26
16389,7595,22
25873,7006,11
24190,7297,18
25587,5335,13
7121,199,22
17308,8369,17
14102,7330,18
21759,71,20
31463,8190,14
32715,8488,14
23536,3885,20
23624,9972,9
17449,3516,24
27542,3466,21
811,3645,16
29915,60,23
1739,8443,15
18470,4750,17
5960,7776,21
6734,5816,13
9114,1065,24
16429,806,25
23207,2845,19
9367,8463,18
16632,7930,22
26693,6861,20
10439,3448,15
11524,4249,20
21510,5500,16
13387,5150,17
14686,8198,18
23660,1124,20
29738,8780,15
9098,7290,19
18317,4303,17
16537,2169,25
15328,3117,16
30917,296,17
3830,8999,12
11522,9788,14
13524,9635,11
8734,7881,23
949,3674,19
30627,7271,15
26480,7121,16
20948,9459,7
12341,2188,19
77,20,19
32507,5271,17
17289,9883,13
30271,4285,18
24256,3069,22
29101,8089,13
12515,1567,24
12580,6253,27
14002,8868,17
32562,7456,14
6336,8185,19
621,9988,2
28205,3665,14
29289,2882,18
17616,8980,19
8198,6350,17
24119,9055,14
23333,5761,14
29373,7004,17
6199,3641,21
15594,9510,15
15548,4149,18
19243,7288,13
2884,15,18
18868,9527,13
27653,4680,22
26093,5927,16
30403,7891,16
13769,1210,21
16686,2742,23
12816,2076,28
12357,9628,16
6423,7608,18
30646,7954,14
10858,4633,16
28199,6546,12
26234,2631,13
4630,103,17
11178,5437,21
24446,2700,20
30193,5194,18
21142,4099,15
12663,7982,17
19113,5478,12
11631,9285,15
18068,9716,17
7613,9637,12
23241,612,19
29186,4417,11
24347,4240,16
13952,8077,21
538,3032,9
2279,468,13
21919,5767,21
13135,3738,18
6926,3475,18
15725,5646,24
14564,2216,24
23887,8393,14
12320,5502,20
2224,9461,8
29155,243,21
6432,7372,18
25680,677,16
27457,8798,17
195,4212,11
8025,3186,18
23840,9353,13
12496,3008,20
23628,635,14
32281,8105,14
6566,3091,19
7116,6537,20
8039,5148,16
3170,3427,13
11824,6807,20
26632,5021,15
32153,5002,15
20226,8090,13
8688,2655,23
3695,1234,16
29509,1187,15
105,6948,12
19618,3268,13
12439,8941,18
23813,2555,16
15734,7701,23
18520,3627,20
29967,4443,20
21575,696,19
27987,5560,20
3272,5779,14
11669,479,21
14684,1601,21
31037,3995,15
32434,6737,14
28218,8432,10
17830,7493,20
7091,8702,16
21924,7800,19
31295,6254,14
28019,8093,16
24921,8922,13
14995,7785,17
20384,9160,15
13725,9154,14
20033,9601,9
19854,1167,20
6902,1104,17
29834,925,18
14799,7898,19
28987,3609,15
7129,6234,20
10003,2065,21
14205,3498,21
32361,980,19
11242,5143,18
2847,6745,11
25096,1522,21
26832,1406,18
18601,2148,17
30943,7073,14
13115,8379,15
14015,3835,18
23104,738,20
11021,902,18
20505,7650,18
4233,3126,18
8211,1284,17
12747,814,23
796,3316,18
7878,4519,18
21624,2443,17
7931,8533,17
11099,4296,21
25259,1064,17
26840,8193,16
29513,1469,17
26660,8864,18
11494,1590,23
1308,8552,11
24882,1779,17
12663,7982,17
5649,8519,17
5646,2241,18
5590,3602,14
32610,9350,12
15303,5873,18
26308,4540,15
31483,8217,15
24666,5672,16
28351,9973,6
16645,3858,26
5710,1260,17
16447,7850,20
9776,7854,14
32312,3029,17
16735,5420,20
17058,7704,19
15120,156,21
22269,9299,14
12020,7381,19
7737,5372,17
28969,752,17
27905,7965,14
1454,2892,10
4914,3228,18
4640,9430,11
8966,9771,14
23063,7637,21
24839,2550,18
805,8643,14
12105,859,16
15594,9510,15
9570,9853,11
27630,1892,21
13100,7550,14
804,6558,16
25822,7873,12
11017,7955,17
30583,6146,17
10460,8964,13
7038,5984,16
29078,9176,10
14532,7374,19
12785,5504,22
26203,2878,21
21548,1860,17
27449,5391,20
7129,6234,20
22935,582,21
12688,2061,17
14554,4357,23
29763,4436,22
14387,7727,15
8647,8041,22
1102,7229,14
17468,6985,24
8502,8381,13
31158,8843,15
5926,7822,20
8532,5539,23
19108,8206,11
29226,1503,24
22547,8915,14
6246,8173,14
17082,7615,20
9872,3222,16
25551,2091,15
19144,1886,16
13772,5874,17
15082,7537,16
6028,2530,18
9891,5857,19
31427,881,20
28664,5550,13
924,4894,18
3319,2245,19
8720,9647,17
7916,1876,16
15767,4954,23
15624,3144,19
17686,835,20
9931,2527,18
8428,9970,8
5206,482,18
21028,9444,16
13329,3771,20
32758,8196,13
1403,5972,12
22060,6708,16
21258,6416,14
30833,49,14
6915,477,18
28202,2349,15
25027,9650,10
8489,550,15
11192,6705,19
25308,6269,12
8965,390,18
726,5727,7
27708,5641,22
26628,4673,16
6832,6308,14
9289,9812,12
6568,648,20
1185,1379,19
17567,2320,23
28740,251,18
11017,7955,17
4322,7780,12
19661,839,10
26552,1324,15
25215,9758,10
20512,8376,16
3032,9163,11
31358,4051,17
25046,5288,14
2054,5796,12
2606,5629,17
28512,9608,9
18143,965,20
25045,520,15
17187,8717,20
22599,7486,17
17150,93,24
3751,3245,15
1106,5635,15
5970,5454,20
24030,4456,14
8620,5102,21
15651,732,23
15516,9953,10
6837,8534,12
29709,9031,13
22268,724,17
7909,9360,13
25329,5505,13
22548,6623,17
1654,4934,12
16951,5517,22
12074,5906,19
21727,1413,15
14283,917,22
4782,5966,17
25570,101,17
28406,172,13
13599,9032,16
28694,9982,6
24112,4348,16
2457,6566,16
20828,8840,9
1749,994,19
2771,2420,11
8756,5794,23
31125,7306,17
27291,9403,14
10977,2218,17
9332,5366,18
18094,5083,22
30839,5793,13
7508,124,17
25631,7067,13
24530,6575,16
23038,1739,20
4847,3616,14
12951,5451,20
12011,3081,23
27298,6094,20
12954,1940,20
11720,5580,19
28391,9992,4
15310,8860,15
6351,6795,18
23699,8123,15
17102,8422,22
24692,2825,15
17821,8611,18
2746,4087,15
444,1424,17
672,7244,7
9836,7192,15
5888,7746,16
22202,5540,17
6819,5434,15
17663,8441,17
18423,7257,15
924,4894,18
5077,1170,15
20685,8716,9
17952,4927,20
25748,1154,13
20209,5592,17
11729,51,19
27291,9403,14
18902,8632,15
26324,4147,16
22947,9660,15
20707,2182,15
7965,8746,15
20926,1254,16
7496,9114,14
9071,2579,22
5228,6317,14
1196,5616,18
10182,8117,17
19528,9997,3
8475,7201,14
18779,2163,16
19271,770,16
14417,578,18
28277,9544,9
20825,788,13
5208,4611,16
30943,7073,14
29924,4329,22
16369,6792,23
28631,6477,10
32487,8837,13
2569,3650,18
18405,3625,19
19455,8252,11
26598,7120,15
18062,1152,25
22401,1355,22
27490,999,18
24187,5783,19
20107,9839,7
28017,5714,19
3803,3939,15
1319,3679,13
20978,3392,15
31434,1328,20
22097,3834,16
7184,75,19
24751,9422,11
1243,6593,17
13282,4168,17
26987,5331,22
4188,4174,14
4784,7797,14
26522,3545,15
3733,9924,6
7769,6059,18
5536,7200,14
30470,3125,22
6122,5723,16
27967,7950,16
18068,9716,17
11014,4391,18
10517,5983,18
16713,9662,19
14651,3705,17
23476,9680,13
14417,578,18
32097,4380,14
12074,5906,19
33,3535,12
6482,1398,15
13017,2587,22
24160,1073,24
22868,7758,19
26798,3375,18
24428,1298,20
11570,9124,16
24634,5020,16
11333,7581,23
13822,7042,15
14080,8694,17
26398,9436,13
19428,8630,11
8269,6567,17
31359,8791,15
24904,481,18
11862,6070,20
20594,7551,14
28315,231,10
16853,6054,19
24631,6615,15
7372,9452,14
7613,9637,12
16107,7695,25
8117,5039,15
12280,4010,20
20215,6587,16
22688,5890,23
31115,8444,15
29858,8751,14
5516,2854,16
105,6948,12
31837,2336,15
500,3189,8
1455,5862,9
13631,916,23
19352,3677,11
24217,4281,21
7123,8234,19
32624,6472,13
11875,9968,10
8728,5299,22
25532,1529,13
6129,9673,12
12034,8910,15
5250,210,14
2739,7761,14
4237,10000,1
7014,4479,16
2509,2829,14
31538,801,18
20832,9678,6
22400,4413,21
6744,9418,11
6023,8309,18
25832,4013,15
14970,7708,16
857,1693,13
15871,6309,18
25855,1033,17
2576,5607,13
21944,5248,21
29636,9357,13
16113,1564,26
9448,46,19
32451,181,16
31039,6282,13
4108,1709,18
32261,8738,13
1102,7229,14
18186,7498,21
29060,9638,9
12095,5772,15
28725,8071,12
4778,1873,17
21738,7432,16
14372,1394,16
30784,8472,12
3779,6411,15
31937,5408,15
16336,1512,23
9735,4621,15
29950,6997,20
8179,7078,18
5317,9990,5
24649,9810,12
18665,9963,8
20996,5850,17
12530,2750,27
23148,7167,17
3598,6848,16
10287,525,15
22157,394,19
19625,2392,15
30329,5055,15
2754,9201,11
9800,3031,16
4592,6019,15
5541,9541,12
30851,9697,10
11823,8917,16
21333,8102,14
10809,7611,17
464,8079,9
25090,2282,21
12029,7622,18
19323,5365,17
11616,3760,21
27747,282,20
13817,3328,16
2479,8925,14
22941,3191,19
1426,1656,11
29578,646,18
32668,1309,22
16621,7061,24
8288,5961,16
11866,122,22
25314,686,16
32728,588,17
4666,9821,8
13717,8810,15
7906,6580,18
5651,1046,20
13507,109,19
16885,7311,19
13572,4214,19
26559,9946,8
26119,692,17
5773,2614,23
4942,8943,13
18586,1240,18
11569,3550,20
23925,3467,16
7878,4519,18
25227,8537,13
18539,3218,22
22669,3978,23
16331,5887,27
5697,5433,17
29858,8751,14
4393,1524,17
28660,3039,12
24946,6415,16
2925,6455,15
16280,7009,24
21306,6159,19
674,9699,4
9928,8383,17
9233,2922,20
27469,1816,19
10099,493,13
5533,1171,18
5713,7220,15
24213,8281,16
27105,2237,21
15519,3801,18
21325,7437,15
20892,6345,11
6469,2607,15
24634,5020,16
26877,8567,17
26964,7728,19
25055,123,16
729,950,11
7823,1893,17
10729,4949,21
22715,1566,23
24802,9355,10
6895,8313,13
12079,645,18
4970,491,24
32171,1720,18
13425,1178,20
19789,7273,10
27972,5792,19
9448,46,19
4304,4806,12
7160,5605,22
16011,9096,19
10119,7823,16
3595,1084,21
14633,8239,17
4611,8244,12
15369,1637,16
9661,6918,15
7121,199,22
13925,3305,22
6460,9494,13
15371,505,17
10028,8976,14
11307,8104,20
25470,7832,11
128,1933,14
18776,1840,18
3980,5232,12
6720,1172,16
16250,6092,25
14037,1948,22
15577,901,18
3917,2365,11
1359,8491,11
19610,7857,12
32584,3774,16
12970,318,24
6771,5178,12
29889,9234,18
23476,9680,13
31622,229,19
27025,9052,17
28882,9173,10
9277,5084,18
29516,3825,16
31170,8854,14
2606,5629,17
25867,8633,10
8137,8653,15
20242,4648,13
4876,9446,11
31517,6418,15
16531,4186,23
30289,2860,17
14916,5955,18
17957,3934,20
10451,9071,12
27402,7457,20
16069,551,24
12683,113,20
25775,3249,12
17591,3543,22
28742,6581,17
15989,5159,25
28575,8209,11
12706,4602,24
30665,9065,12
22248,314,19
20242,4648,13
9435,7789,16
2017,9012,14
16255,1321,25
9383,1859,21
1338,1452,13
6745,9721,10
20405,1528,21
936,2142,18
21944,5248,21
20903,440,14
19518,8565,9
12735,7778,20
24160,1073,24
8354,302,15
5960,7776,21
16207,1088,28
25072,1150,19
30354,1913,19
32461,6311,17
11733,6810,17
24178,2107,18
25218,4141,14
3554,3413,18
12964,9652,15
4668,7567,12
16344,7929,21
10443,5066,14
16850,3742,19
14769,6188,21
5153,1286,13
17961,7480,17
22830,3790,21
21393,8043,15
28256,245,17
19346,6065,13
31595,2384,17
7091,8702,16
32041,8343,14
17437,8018,21
20442,7501,16
22552,5124,18
15089,2682,21
19930,2590,20
13770,4397,19
8731,9082,20
20891,6982,10
10809,7611,17
22417,7918,16
4799,2326,17
15239,2268,15
32750,8029,14
10965,640,19
1598,1235,12
3666,8986,12
9828,6741,16
12921,134,24
4772,7324,15
28506,9694,8
7585,9000,13
16705,1180,22
13425,1178,20
19802,3169,15
28428,63,14
30423,8569,15
3761,812,18
1475,2895,15
6670,6914,16
4380,149,16
15895,8649,17
8815,536,25
26288,5412,13
8072,6375,17
1142,3640,20
31108,3145,19
21364,2910,16
12599,2022,33
22001,5482,17
254,5336,12
32524,6347,17
18163,5836,20
5667,9181,15
5149,5986,13
18868,9527,13
11022,6585,17
20545,5184,17
7462,1397,21
24089,7431,16
28668,7886,12
23709,3974,19
731,9757,10
30094,216,13
20964,2564,11
20248,5259,12
30044,3296,18
17994,5191,21
32020,8784,15
4271,9575,7
30273,2168,19
70,1747,19
14995,7785,17
19696,8598,10
7320,660,18
8721,1365,23
16770,1444,22
9754,4564,14
26180,6174,17
23613,3836,14
14932,3987,19
13329,3771,20
19915,1147,14
14275,3977,18
5888,7746,16
6520,4811,17
8920,53,21
27000,6126,21
24832,494,14
10198,987,21
18903,7624,16
24814,5157,12
11298,2308,22
1024,5588,16
4361,622,15
27612,4082,20
3928,2526,17
8445,8040,14
5031,4652,15
31136,184,20
24106,7676,15
13521,7045,14
16881,9594,17
23259,6093,20
13617,4356,21
31459,5309,16
19339,8547,11
30726,6494,14
19561,9898,7
23859,6434,15
10608,1361,20
10568,7328,16
2498,1759,17
8059,9667,10
31969,7366,12
6344,8988,16
32421,8297,14
4766,8151,13
7486,7771,16
4770,792,19
8704,8038,22
1506,2364,16
13804,2777,14
1004,7014,16
28936,2849,13
32560,5006,16
2805,42,13
13147,9150,14
17885,9361,14
19404,5817,13
27831,7389,15
3032,9163,11
1785,2996,13
22765,2846,22
26209,4715,18
25067,4822,18
3963,447,15
31205,9462,10
17152,8429,21
16397,2677,24
29773,9603,13
20384,9160,15
30238,7386,15
3783,226,17
16044,9391,19
32063,2810,18
10273,4115,16
19856,2828,18
26438,2809,16
22538,8442,15
30623,7693,14
22221,5839,16
10634,5786,15
29965,2490,21
29323,7442,18
3047,2434,16
24333,6860,17
9554,8142,15
26038,2087,14
3975,548,15
13210,117,21
2241,4341,13
27353,8827,17
30890,4742,16
14026,1473,22
6545,4138,15
13601,628,23
29582,5992,17
11812,306,24
16755,1192,21
19962,6170,14
22738,8596,19
2072,2935,16
3931,191,18
15977,945,25
1544,4251,13
31555,3533,20
26958,2298,22
4130,5912,12
17359,9281,19
31971,6649,13
25573,7996,13
32567,4692,16
27121,6761,16
25337,129,15
2668,1230,19
9114,1065,24
21511,1041,17
20637,8974,11
22669,3978,23
29802,6078,16
28997,3821,15
9629,3811,14
29735,8822,14
25314,686,16
31693,8035,15
30985,6042,15
1196,5616,18
1441,3982,13
98,4234,17
18581,8004,16
30289,2860,17
7972,7570,17
3750,353,17
25343,1245,14
22242,7278,16
14442,9518,13
25798,3233,14
30778,6193,14
22130,9449,13
12209,8911,12
4178,9555,9
9891,5857,19
13398,4964,18
20924,4422,14
7339,8400,16
1024,5588,16
9283,5136,17
25576,8568,11
14329,9260,13
2229,4494,9
11588,7339,20
12335,7654,20
22548,6623,17
6227,8210,16
4219,5618,16
20674,1854,12
31296,4185,15
28052,8616,12
29742,3352,20
19478,9439,9
11906,132,22
25082,205,20
28346,745,12
5870,1133,19
15567,9158,14
16488,4861,21
13714,9551,13
26572,4137,15
12111,1422,16
27372,1970,24
20536,3967,18
28581,7502,11
18665,9963,8
11137,8218,17
8568,5035,23
13043,3324,20
3390,6011,15
29181,970,13
31104,215,21
27160,8197,17
5116,9241,11
11172,3237,23
14481,6121,16
2889,3241,16
8784,7028,23
3499,1979,19
28873,6081,12
13565,3922,19
32702,4064,18
4219,5618,16
24432,8188,18
1928,2448,20
29711,8078,15
3876,1702,20
18796,5049,18
323,1459,17
16997,9179,19
18446,7552,17
28598,3672,14
3897,6618,17
25286,7945,18
16520,3592,22
8489,550,15
13136,4942,17
18380,1472,19
4970,491,24
22154,2505,18
10731,8622,18
18018,4195,24
19155,4283,16
8638,9164,21
21967,9209,15
28731,7170,15
1512,6762,14
15864,2987,18
9448,46,19
26169,5220,15
29115,9141,12
12888,5484,20
11613,4580,20
19517,5344,10
25823,6912,14
15338,5106,14
14988,7545,17
25121,8417,14
26932,9878,14
1451,3730,12
14359,5851,17
6093,310,18
25852,3133,16
9107,3841,25
30406,9561,12
16196,4042,25
18221,3612,20
3998,580,17
10300,1655,14
30238,7386,15
9007,8413,21
18153,9206,17
10401,3860,21
3440,5198,11
18960,2288,18
7424,4135,19
1938,6956,18
24832,494,14
9980,70,20
13964,1978,23
12876,8829,19
25035,3493,17
2561,3544,19
18656,8555,10
23483,4219,18
22688,5890,23
29718,1339,16
11840,8323,18
11481,8978,19
8728,5299,22
14755,1941,18
29062,364,12
10873,6015,14
6755,4785,14
23259,6093,20
30850,8403,12
26,6349,11
23518,8602,16
15867,9941,12
14767,9362,16
10050,5233,19
32434,6737,14
11929,2231,25
26438,2809,16
27634,5062,19
17311,8918,16
21950,8176,19
7764,1200,18
6460,9494,13
13734,9621,12
28820,9904,8
21325,7437,15
5397,5597,17
227,4560,11
7326,7165,19
32083,9478,11
13146,398,18
27052,5901,18
26836,9483,14
17669,662,21
8459,2851,17
9962,1598,17
19673,5996,8
19375,9056,11
25324,822,16
20827,2258,12
22624,9895,11
28859,470,15
29378,3920,21
31500,2623,18
28876,5852,13
15877,7191,19
7748,437,19
14830,7053,20
25584,97,15
25451,4059,14
19030,108,16
18505,130,22
25548,9428,9
12111,1422,16
25117,6512,17
12647,7296,21
2731,9216,10
5433,4014,16
13167,8216,15
28023,3246,18
12045,1804,18
11570,9124,16
3560,5079,18
4609,5769,14
11021,902,18
5618,3557,15
27976,516,24
12257,3993,19
18990,9971,6
16365,2294,24
32461,6311,17
23673,9187,14
8050,2516,13
24520,8994,16
15432,2761,18
21986,7523,16
32248,7208,14
27689,2748,23
24660,6425,15
22624,9895,11
29975,7444,18
5316,6771,12
10612,2125,19
53,5722,13
5179,4419,12
2336,9786,9
7285,7632,17
14283,917,22
13343,5471,20
11515,4963,17
1044,4261,19
12599,2022,33
15410,7387,16
14442,9518,13
31811,7388,15
24261,2686,23
7424,4135,19
30870,3206,16
9945,9644,11
28034,9580,12
30013,7153,14
13966,4790,20
20882,5692,12
25249,6060,13
31788,5371,15
29527,3230,16
32543,8607,13
17582,4061,21
18610,2465,18
8368,2473,18
4247,5061,10
26143,2549,19
4130,5912,12
29146,2299,19
29723,5027,15
16046,7462,22
17638,4118,22
16508,2427,24
18458,9646,15
31135,5758,17
18564,9572,14
28765,8308,11
20098,3163,14
4236,8240,12
10304,9205,13
32154,444,19
20395,6391,15
15105,2340,18
7908,6691,17
28113,1649,18
1630,5925,13
8507,336,25
16173,3422,26
7964,5176,19
14471,6571,17
23921,6323,15
1400,1621,14
22253,8275,15
12765,6284,21
30189,6181,17
4210,8208,13
29520,1190,17
935,4307,17
13990,9105,15
27150,8884,15
20939,601,15
17806,9045,17
8232,303,21
12494,9316,18
4018,6010,13
24850,3748,17
5268,1746,15
15498,6936,13
5091,3451,14
29773,9603,13
2215,4132,16
12272,9599,16
1833,2837,17
24740,7246,12
4026,8916,10
1859,9524,10
26252,3999,12
19696,8598,10
25981,5883,16
18547,19,23
935,4307,17
18941,957,17
27402,7457,20
4694,3400,12
17033,2297,25
1455,5862,9
10522,7172,17
9866,845,19
31430,1482,19
1747,362,20
4779,6610,16
18347,5952,14
2139,4709,19
5225,2426,17
28460,8539,11
3876,1702,20
12493,2815,20
32421,8297,14
13534,8377,16
2569,3650,18
15994,7326,23
16648,4582,24
16891,6811,20
25796,9044,12
12022,2626,20
16244,6122,24
13647,7860,19
21979,3634,17
14584,8440,18
10770,7686,18
17994,5191,21
17591,3543,22
6488,9727,10
28776,6331,12
15299,8207,17
32690,1823,19
27490,999,18
14621,966,16
4454,5200,15
30948,4911,15
8182,4318,20
52,8290,10
3423,6144,10
5185,5685,14
31993,7960,15
21425,4204,9
23096,5812,18
4967,2787,22
2493,5650,16
527,6053,8
9637,3643,16
20996,5850,17
6585,7173,14
5291,7114,12
871,8267,16
20939,601,15
13175,4123,18
8050,2516,13
12147,5886,16
17619,7924,21
4748,3460,16
26252,3999,12
21342,7643,15
26706,3187,20
23044,8438,19
23393,9035,16
14120,276,19
15466,9744,10
10337,8695,15
16493,1540,25
9528,6083,19
6504,4766,18
27707,5657,21
4087,323,15
12183,2820,12
14231,8394,16
28842,3994,15
5029,9730,10
4199,4481,13
32576,6675,15
24262,170,25
20426,2479,19
15293,4033,18
28653,345,13
31991,1610,18
31112,7000,16
11279,5374,19
27557,8232,19
14295,3864,18
14372,1394,16
31239,8201,14
4285,8578,11
25463,618,14
15612,9127,17
21917,4735,22
1631,3502,14
7757,5822,15
19096,2582,12
17058,7704,19
6205,691,20
30322,2766,14
32625,9,16
17726,3284,17
17465,2899,25
20301,2613,20
29772,8628,16
2139,4709,19
24397,7831,15
19799,5059,13
2938,2371,16
23802,715,18
31935,5599,14
24284,5328,21
26628,4673,16
24190,7297,18
10427,8455,14
18467,4019,19
13519,7592,13
20790,2651,13
18227,185,18
2472,608,19
10612,2125,19
26512,6813,14
25195,7989,12
26570,84,17
717,984,11
13115,8379,15
14323,8865,14
19289,7792,13
5418,7652,14
2207,7491,13
12962,8241,17
27878,8135,15
9510,7883,18
13031,9611,16
8197,4389,18
19243,7288,13
24686,9775,12
18816,6682,16
20843,5029,13
26931,3707,18
8993,9048,19
14295,3864,18
26633,4382,16
20882,5692,12
12518,6898,22
20729,2453,14
28840,4939,14
18660,6393,11
28836,5795,12
18167,9498,18
5794,5602,18
7555,4268,15
