NumeroProcurado,ComparacoesLista,ComparacoesBST
11181,7685,18
5844,5569,17
6038,7428,18
11832,7525,19
22101,6407,16
14149,4965,18
25549,6363,13
23156,5431,19
4165,6475,14
20315,8747,16
2755,1673,12
15072,2197,19
21609,4143,18
24104,3877,18
25049,418,16
148,3006,13
32011,8371,14
23015,7401,18
3912,2250,11
9295,3563,19
14308,3840,18
8993,9048,19
6836,3485,16
27369,5237,21
21429,1416,11
20970,9995,5
15866,2430,19
19240,5221,14
30172,194,19
11192,6705,19
24222,5296,20
10123,5982,17
512,5667,10
22001,5482,17
21623,5223,16
12446,6827,20
913,316,21
27076,7905,15
22446,6781,17
3734,6328,12
16261,5622,24
17722,8779,14
4387,1427,18
25052,1202,15
18458,9646,15
20165,5682,15
12663,7982,17
13538,5919,19
17810,2401,19
30651,6833,17
32596,1262,17
10924,3723,17
28440,8246,12
29446,6190,21
13781,4654,17
14435,4872,16
21860,1374,20
22316,9290,15
4937,1453,17
6543,4003,16
14150,1918,19
9033,9352,17
4115,3519,18
11946,6295,20
2021,8919,12
31539,831,17
8043,5907,14
5040,2627,17
23399,9674,14
2034,9040,11
21970,4515,17
10077,3403,18
27831,7389,15
25428,8566,11
23632,142,14
2073,1872,17
18957,3900,17
32084,2769,13
19527,1253,11
14045,4910,23
8276,2609,18
21914,6801,20
1546,6536,12
6990,7018,14
24017,1330,15
562,5828,11
26798,3375,18
7590,6728,15
1232,4493,16
421,6239,13
5907,7801,16
14124,8878,15
27005,549,21
10205,7869,18
14554,4357,23
10429,5323,15
20892,6345,11
28981,7160,14
17743,5729,15
20353,4150,17
4733,313,13
15089,2682,21
9519,4598,18
5007,599,22
4524,8985,13
6599,6596,14
4409,8624,13
25324,822,16
32270,8866,12
14854,2137,20
26103,4880,15
8002,9989,6
3756,1852,19
26902,8850,18
9117,2481,23
12931,6495,21
15864,2987,18
17024,8386,21
22408,7418,18
8599,7614,21
8934,8316,19
18547,19,23
5422,1288,17
5870,1133,19
22014,2959,19
18582,8983,15
22613,7737,14
4224,7859,14
31246,1987,17
5826,2015,17
18423,7257,15
25651,1035,16
16376,658,26
12018,905,21
4810,1998,17
446,5892,15
52,8290,10
24966,1660,16
21223,5699,18
28301,9548,8
5056,3559,14
22312,4708,18
2164,6837,17
13175,4123,18
12251,1961,22
20941,7596,12
14252,7055,17
20822,82,12
14017,2938,19
9579,3743,16
27881,6182,16
1605,3904,11
32459,2132,18
10508,7342,16
114,8052,11
3957,5241,13
7355,5845,17
17662,575,19
17589,757,23
22445,6118,18
10766,7162,19
22525,4314,18
8356,6612,14
6407,7802,17
14810,1725,24
28081,6931,13
15109,547,19
17843,5754,19
16394,462,26
31005,6695,15
8635,2045,24
26231,9962,7
8127,659,19
21523,8087,14
274,3341,12
5238,2617,16
14546,5441,22
17718,3495,15
14485,9003,14
22988,8891,17
18618,6262,18
15174,6772,15
27542,3466,21
20787,4936,12
13419,1436,20
11946,6295,20
15684,2243,24
25487,2248,15
12118,9566,13
1766,5516,14
27980,448,24
6158,9116,14
2110,9400,9
600,3282,13
6076,5160,16
21766,8315,14
17935,9889,13
31755,3441,14
302,9549,6
18373,5154,18
22673,6872,21
9259,6637,16
1593,824,12
14573,3321,22
2918,7135,14
22006,4877,19
6399,2240,21
27160,8197,17
20999,4843,18
29460,4538,22
25956,621,19
21428,3378,10
19924,632,21
13570,7961,17
12496,3008,20
9987,4077,18
6794,3468,14
13459,6967,18
19997,4334,18
19125,9156,11
10704,6003,18
25470,7832,11
22861,5473,21
5099,9901,9
4143,2436,15
1441,3982,13
20485,590,20
6904,2390,16
7081,9654,13
28567,7034,12
10522,7172,17
30212,3090,19
30434,7861,17
29645,2261,19
24200,1514,19
7620,8527,15
22922,851,19
3336,8828,14
32486,5782,16
4102,393,19
481,3391,13
15994,7326,23
20183,2221,19
18156,8879,18
11704,9079,17
22623,2789,16
13965,8478,19
22941,3191,19
25129,1677,17
24967,8054,14
9448,46,19
11664,9539,16
22403,699,23
22991,3769,20
8475,7201,14
26042,1713,14
9730,7287,14
14065,6247,21
18198,8606,19
9860,6420,16
4025,9813,7
17057,9304,18
31556,4288,19
29188,9828,9
21302,2751,20
19299,7416,13
2866,1612,13
10358,9366,13
6460,9494,13
28374,3149,11
2021,8919,12
21391,2764,16
29735,8822,14
17451,5994,22
679,4899,8
3154,5611,13
20970,9995,5
22770,3425,21
17672,5181,21
4866,2639,12
31256,8487,13
7350,1323,19
15895,8649,17
7312,7391,15
6144,1791,18
13829,3496,14
487,5865,10
25028,7360,13
22911,2872,19
7127,1285,21
20160,1232,16
22836,1676,22
2638,5589,17
17158,8528,20
17216,6169,24
3043,8591,13
29844,9838,12
6042,4558,20
22618,2166,16
27700,37,23
21583,8880,15
16395,504,25
3156,2699,13
13000,9062,19
18641,2312,19
17825,7751,19
3155,8839,10
15901,1437,19
16897,4365,22
3690,1493,14
9348,2822,22
21985,9579,14
2205,833,18
13539,1615,21
12748,5736,21
29552,6047,19
9299,6,20
24920,2172,16
10379,4399,18
7822,2611,16
12547,8160,20
32078,7840,12
25589,8508,12
18475,5382,19
5903,3727,17
203,1373,11
3428,2487,11
4260,2171,10
18660,6393,11
9554,8142,15
5960,7776,21
461,8549,8
22408,7418,18
18275,244,20
5656,9177,16
20107,9839,7
28301,9548,8
9007,8413,21
11192,6705,19
30515,1869,22
6424,2997,19
14493,2536,21
15332,3807,15
7990,6901,18
23921,6323,15
12218,4074,15
24877,9379,12
13978,2028,17
11793,5896,20
10215,6110,16
28259,140,18
30740,2801,13
27399,5558,22
20042,495,14
27764,1257,22
14055,5802,23
31541,7402,14
20843,5029,13
20822,82,12
17052,6320,22
1284,8665,11
32521,4002,18
10351,1058,18
518,1628,11
11127,3339,21
14253,8410,15
4117,3739,17
16182,9679,18
5225,2426,17
24248,1332,21
17961,7480,17
17561,1763,24
3902,361,13
1604,1555,12
6233,4945,16
23202,8756,16
29086,9845,8
13652,6916,21
23513,9506,14
28148,1196,14
14303,3678,18
2791,8310,8
13519,7592,13
6680,3458,20
14208,6450,20
31563,4139,19
4750,6625,14
23978,7152,14
17576,4078,23
32284,7841,15
17743,5729,15
12851,8055,19
7916,1876,16
5527,5503,15
13608,8180,19
9289,9812,12
13551,3004,21
14542,3265,23
22714,7240,20
19584,3359,12
28750,4587,15
11930,2931,24
29434,3702,22
15479,3624,14
23277,7988,17
148,3006,13
29975,7444,18
14067,5024,22
25807,9729,8
2035,1428,15
32198,8525,11
27618,7065,18
758,1855,16
24911,6763,15
17209,8428,21
20832,9678,6
14978,1197,19
499,9500,5
24864,7003,15
6284,2993,19
1697,9348,11
26311,4841,14
8640,606,23
24328,3959,18
31622,229,19
13402,4624,19
19931,3326,17
13027,9588,17
19176,900,16
27190,4227,17
8631,9399,20
20510,5222,19
7728,3110,17
1334,5475,14
7963,3154,20
4806,370,19
20970,9995,5
24641,8033,12
1928,2448,20
18373,5154,18
20325,6044,19
25685,4739,12
5324,7932,13
22277,8026,17
29188,9828,9
1501,3382,15
27197,5950,15
12435,6749,19
12414,9135,18
24161,7609,17
17316,1102,19
12511,7299,22
23710,1396,22
27976,516,24
7145,287,25
26937,5272,21
3650,2433,15
10878,8107,14
23747,9768,10
23821,8484,15
5311,5803,13
27914,2934,18
3566,5410,17
31220,2572,16
22196,9587,14
2429,1532,13
6466,9939,9
27974,1499,22
18902,8632,15
28804,7235,11
10693,5501,19
32020,8784,15
20371,5072,19
19770,4280,13
1057,4470,19
32712,119,20
14230,6820,17
26252,3999,12
27203,8935,14
18952,6760,14
16297,1343,27
16020,9803,16
4724,5652,14
22576,6160,17
27620,3764,20
6445,1579,19
1773,3054,11
20333,8338,17
5623,5107,13
2342,1305,16
10627,8794,13
11854,8284,19
30238,7386,15
26584,7714,14
24192,9327,13
1978,9513,11
28750,4587,15
9828,6741,16
24688,8947,13
4070,6922,12
181,4275,11
3917,2365,11
5483,6547,17
15412,7892,14
3625,7604,12
8301,557,18
21282,1205,16
31274,8728,12
19299,7416,13
14622,9438,13
29100,5023,15
12008,5830,21
31253,7877,15
10627,8794,13
25323,3699,14
11974,7775,20
1031,8127,15
7935,8662,16
1779,3281,12
29590,9693,12
32008,2144,15
3566,5410,17
30892,6940,14
14039,6276,21
15329,7913,14
19785,6353,11
24503,7912,17
16147,8645,22
28289,4886,11
7401,9815,11
27246,5848,16
30492,1431,20
18009,8819,21
27914,2934,18
7123,8234,19
20819,1877,11
25822,7873,12
22504,7144,15
2731,9216,10
23227,2422,18
9058,4327,23
19639,1674,9
14091,1789,21
17297,270,21
3507,2234,20
21526,4829,15
15871,6309,18
2216,761,17
9777,7674,15
10525,3548,19
11478,3585,22
31022,9905,8
31517,6418,15
15606,3613,20
21529,9829,12
9148,1237,22
32560,5006,16
5287,553,12
28499,6787,12
32421,8297,14
21298,6235,18
12252,2538,21
26811,9868,13
4887,4699,14
32731,592,17
23830,9607,11
4052,2074,16
16433,9707,17
6844,9087,11
13142,7921,16
28192,3134,15
6541,6343,15
1367,7322,12
24106,7676,15
244,3979,12
29057,3195,15
27672,2421,23
4994,5693,17
15358,8096,14
971,1380,20
22134,7568,14
6033,8550,16
29564,8215,16
28044,807,16
16280,7009,24
13199,3251,20
11317,3871,22
25743,8517,11
27150,8884,15
65,4242,17
23195,7049,17
13053,827,23
28071,6130,15
12244,9765,15
20913,5477,11
14236,4044,19
23001,4979,20
7259,9736,12
4644,5051,13
29802,6078,16
10460,8964,13
8276,2609,18
13534,8377,16
13882,8821,16
16931,7064,21
17755,5563,16
23778,7968,15
11481,8978,19
11925,5422,21
20394,546,17
2479,8925,14
6817,2474,16
8572,8950,19
8524,7132,22
8080,3049,19
12014,5494,22
30759,1972,12
6200,6428,17
7202,3488,21
6782,8350,11
15448,9584,12
1856,5270,16
24477,8658,16
25789,2629,13
11999,8276,17
17389,6657,20
11441,9004,18
20077,6132,12
19899,5491,16
12326,2897,22
29708,3012,16
28067,6950,14
20680,1434,12
32049,4000,17
30544,6680,20
23703,295,21
9254,8505,15
20056,5681,11
21471,5604,15
1672,492,17
10370,4430,17
23987,8851,13
11257,517,20
30069,7298,16
12348,9398,17
4876,9446,11
4497,6672,18
31503,2790,17
31375,8339,15
17001,3855,25
29491,9426,15
29085,4151,11
2843,8044,9
26931,3707,18
5054,4279,16
1773,3054,11
11899,5352,20
20891,6982,10
1307,9257,10
9743,8042,12
1557,5465,13
10389,8121,15
19749,8975,9
28301,9548,8
29507,9401,13
25938,5190,15
4461,9490,10
18920,6086,18
19340,5798,13
19940,2292,19
23215,4830,18
10025,9106,13
14852,4381,19
10717,377,23
29844,9838,12
18370,6756,17
10000,6312,17
3235,5099,13
25214,4836,14
10002,2783,20
13914,7655,19
4231,3781,17
12404,7675,20
31878,5913,15
19289,7792,13
17240,3546,25
19108,8206,11
2338,5487,13
27278,4551,18
316,9276,7
21852,4133,24
26030,8966,10
29112,6364,16
11611,5593,19
4387,1427,18
21079,9591,13
9136,1976,22
29692,5115,16
7379,2880,17
29558,6392,18
15665,9078,17
9854,1884,20
14948,9064,14
9055,7451,21
31517,6418,15
12576,7964,21
15634,4641,23
14295,3864,18
20610,9682,9
30055,3155,19
30623,7693,14
9408,2362,21
29585,9367,13
18785,3062,16
32699,6084,17
14982,1274,19
21568,4947,18
2445,5466,17
5671,4672,16
30696,4574,13
13863,6504,18
17844,3450,20
11629,4006,19
28661,8512,10
5679,9477,14
24879,4953,17
13695,2183,18
15320,6831,15
11612,16,21
27438,3014,20
21753,8171,16
6620,9063,12
19438,450,15
2753,4867,13
29742,3352,20
19394,9423,10
30314,3429,17
12809,3059,26
26137,8998,12
25202,6518,14
18229,7631,17
21103,6600,16
16703,9795,17
203,1373,11
1016,5740,18
30398,6089,18
4876,9446,11
12589,5524,30
19630,8221,10
9909,5141,20
12264,2309,20
20694,3461,13
2954,3588,14
9466,6952,18
30095,8341,12
4328,8401,11
23483,4219,18
27086,832,23
7931,8533,17
6294,6748,17
19817,6120,13
7354,1199,19
17553,4697,20
29555,4057,20
2930,769,17
30014,1103,16
13106,9912,11
23364,182,17
29710,4511,16
20242,4648,13
25450,2229,15
9885,7495,18
13938,8101,20
10965,640,19
19506,5630,11
30997,930,17
9761,9709,10
24286,327,25
15912,7175,18
29659,8830,15
30221,4455,19
9612,9392,12
8384,9684,9
15075,6555,17
1930,1618,22
31767,7536,14
31243,4618,16
11028,9695,14
1624,2599,15
14065,6247,21
32021,4931,16
18920,6086,18
3734,6328,12
12301,7824,20
19583,3651,11
19966,8984,13
24760,4556,11
13106,9912,11
29216,8126,19
3105,3385,17
6801,503,14
440,2017,16
24722,9974,8
10080,9986,7
17160,4396,21
27006,4404,20
13484,4086,17
3477,6176,19
16132,419,27
3345,4616,16
13008,3936,20
17259,3472,24
4733,313,13
31625,1734,18
25841,6999,14
18952,6760,14
7602,6458,16
23482,4328,17
20446,3868,17
28443,2180,15
5488,9215,12
21317,6438,17
10151,4698,19
5288,8390,10
14713,1193,22
6559,8575,15
30531,8705,16
9295,3563,19
24921,8922,13
13845,4536,16
17084,7315,21
19297,3950,14
7791,3990,18
18785,3062,16
26428,8657,13
30201,9294,13
12153,7948,14
7761,9244,13
5127,1219,15
1424,751,12
16679,4293,22
8784,7028,23
25286,7945,18
18834,2146,15
12928,585,23
25788,669,14
8197,4389,18
1622,1012,16
20819,1877,11
16728,1225,21
6417,7909,17
7344,9447,15
28954,6798,15
10707,3332,21
26601,6626,16
9751,4627,13
29324,7474,17
703,7749,7
29114,7083,15
22403,699,23
14391,803,18
26671,7669,18
14135,5664,13
11732,5295,18
27314,8227,18
7038,5984,16
29677,8253,14
9980,70,20
5426,7247,15
647,7663,7
30644,3020,17
16369,6792,23
21678,1195,20
5564,9778,10
15511,8202,12
2769,9661,7
3121,9890,8
10731,8622,18
15567,9158,14
18805,1975,21
24921,8922,13
286,7963,9
6580,9340,12
19362,2737,14
14799,7898,19
24731,8314,11
6864,8372,13
11773,869,21
11941,8140,18
10804,7177,17
24630,2329,18
14953,9870,11
22809,5264,20
31112,7000,16
25451,4059,14
28401,2099,13
2500,982,18
24752,9287,12
15857,3988,18
28362,143,10
8410,8906,10
21572,7158,16
29093,4347,16
16699,465,21
14683,2734,20
17647,9851,14
25674,4491,13
4602,5703,15
31239,8201,14
17781,1937,23
5232,241,15
7496,9114,14
31910,9314,11
13210,117,21
15946,1545,22
10524,3704,18
24672,7659,15
4944,2224,16
5471,294,19
23241,612,19
28797,670,15
12578,4532,25
928,467,20
26707,974,21
28943,9960,7
3085,3064,21
9435,7789,16
3490,3074,20
7585,9000,13
8459,2851,17
3210,7405,14
17006,4994,23
21450,4903,17
923,9145,13
11377,5527,26
3476,3668,20
7682,6725,19
30008,2838,17
18822,7380,14
27902,4842,15
29558,6392,18
5667,9181,15
2313,9280,10
32038,2084,15
28193,4820,14
27210,800,16
27190,4227,17
22445,6118,18
27350,4890,22
890,7054,17
30013,7153,14
25770,6920,11
23564,8752,16
6724,558,16
20548,9377,12
12371,6018,20
30355,5140,18
20019,6926,15
8437,9310,12
23330,9893,11
28717,8001,11
18656,8555,10
27677,8063,18
18985,3912,12
24703,7037,14
22648,4495,23
5649,8519,17
3714,9560,10
4003,5497,14
2382,4636,13
30440,3757,20
12688,2061,17
26255,6855,11
19915,1147,14
20172,2313,16
19030,108,16
22977,5113,22
17681,6196,20
15105,2340,18
30102,3089,13
232,9918,5
2903,9787,11
6677,5341,17
27496,8586,16
29392,7819,20
28449,6303,14
16368,2187,24
8957,1890,23
16997,9179,19
7586,3570,16
28440,8246,12
25793,1026,15
29087,5448,14
8855,9656,16
18822,7380,14
29394,2136,21
27369,5237,21
28717,8001,11
26893,9685,16
13938,8101,20
7111,4817,21
4815,6981,13
21482,8526,15
25508,8920,9
8602,2877,23
32308,4243,16
31885,9782,8
899,8141,16
22504,7144,15
8894,1096,21
2287,9922,7
23989,6451,15
20536,3967,18
11868,8560,17
4461,9490,10
7758,2896,16
9707,9511,11
7521,8654,15
5584,5577,12
7935,8662,16
11608,3046,20
24047,4668,15
29953,1389,21
19479,3443,10
5679,9477,14
3634,4178,14
9042,946,21
6990,7018,14
12599,2022,33
15593,6679,17
21523,8087,14
11457,2211,23
4640,9430,11
15114,6377,18
14532,7374,19
21361,164,17
13772,5874,17
13428,5404,18
7862,9293,14
14306,5164,18
2342,1305,16
32140,7829,12
11018,727,18
13588,9076,15
12068,854,22
30926,6500,16
13621,7560,20
9102,3940,24
19639,1674,9
10005,4804,18
65,4242,17
31104,215,21
24476,7532,18
13372,8579,16
11001,7163,17
6469,2607,15
19362,2737,14
23564,8752,16
21970,4515,17
32542,8022,14
22154,2505,18
31112,7000,16
20924,4422,14
29346,6075,18
3043,8591,13
2150,703,20
26765,9543,16
25561,5415,15
2683,4319,15
30750,9951,7
3681,8392,13
22688,5890,23
21637,2501,16
10768,1795,20
6231,3129,18
2336,9786,9
28787,2523,13
12629,7889,22
28966,214,18
27070,1533,16
10822,6671,17
14995,7785,17
7403,1968,15
24560,3611,15
2181,1558,15
28180,5888,13
9556,3927,18
11495,8014,20
19356,9619,9
10144,3083,19
23940,8013,16
29645,2261,19
31084,7157,14
28997,3821,15
15075,6555,17
29803,5139,18
13344,7765,18
7685,8144,16
6799,5056,13
21509,875,19
6520,4811,17
32758,8196,13
6150,9021,16
14948,9064,14
16949,1844,24
11821,4233,20
5901,7986,15
1441,3982,13
4692,740,13
4305,9228,9
25324,822,16
15857,3988,18
28022,5835,17
1312,8164,12
22414,5017,18
17838,796,21
27291,9403,14
25871,8330,10
4359,9979,6
13708,2120,17
22940,723,20
19453,9947,7
5509,8761,13
2229,4494,9
30886,1811,18
3928,2526,17
25327,2284,15
9163,8885,17
32738,5854,15
8436,7188,13
18328,4720,16
10337,8695,15
21269,3775,13
31842,8834,13
11832,7525,19
21141,9157,14
799,6652,16
4300,6688,11
18416,5240,18
26600,3017,17
26811,9868,13
14010,6480,18
29288,6079,17
24946,6415,16
17026,6713,22
4311,5118,13
5459,8743,14
9351,3057,21
8529,7939,21
8240,5403,18
29545,5246,20
14655,4182,16
26133,2858,13
2193,6887,14
747,3792,16
29442,4360,22
26907,2122,19
16306,6882,25
29365,1042,21
18159,9752,15
9920,1813,20
19882,2162,19
12326,2897,22
25426,371,15
6603,8530,13
18993,1090,9
19299,7416,13
20484,7441,18
29582,5992,17
21885,3776,18
7605,7316,14
6395,4818,20
5876,9624,13
14932,3987,19
27441,921,22
8855,9656,16
30175,8590,16
1031,8127,15
25117,6512,17
2753,4867,13
22592,3863,19
14134,4985,14
26982,6823,20
11171,4718,22
8263,7344,16
11611,5593,19
17976,9224,18
9866,845,19
14296,4642,17
16417,114,26
14149,4965,18
9638,6980,15
22809,5264,20
16842,7699,18
12251,1961,22
19063,7815,11
14287,3453,19
31220,2572,16
20715,7678,10
13364,8148,17
25788,669,14
4676,3184,15
8409,5726,12
7593,2193,18
4224,7859,14
1976,3854,17
30787,9147,11
9715,3045,16
4791,4196,15
16938,9742,16
32157,2478,17
11097,7272,19
6504,4766,18
4065,7180,13
30728,1744,17
10664,9978,8
26666,8940,17
7328,2518,20
7921,6426,18
28015,3349,20
22208,5748,17
22273,7670,18
2374,5053,13
29839,8306,17
22528,7575,16
12221,4271,14
10319,609,19
7826,9516,11
5330,8279,12
31177,3112,19
14708,7855,17
3560,5079,18
1654,4934,12
17663,8441,17
28386,9998,3
25243,1134,14
9871,9474,13
14354,4873,18
24236,7263,18
6709,9952,7
31639,771,18
12183,2820,12
18465,4343,18
2441,7274,16
31712,5297,16
32601,8782,13
13011,8671,20
5232,241,15
25814,9686,9
5180,9961,8
18040,3086,23
17311,8918,16
28434,1640,12
17311,8918,16
7392,5010,16
9836,7192,15
19961,9091,12
22639,9885,12
17709,5554,17
32213,4376,14
1142,3640,20
29321,3693,20
12967,5731,23
24059,2225,17
18906,7544,17
8215,7843,15
8596,3212,24
21463,6978,14
22897,271,22
31739,6987,12
10077,3403,18
1260,5009,18
23180,4530,18
21641,8825,14
4594,596,16
14796,1215,20
28652,3767,12
9476,6037,19
20637,8974,11
12054,1516,19
18868,9527,13
31667,6056,16
24106,7676,15
8897,3946,20
28443,2180,15
30677,2681,15
29884,5708,20
4497,6672,18
29575,9131,15
31053,3926,15
9065,7058,22
20935,1717,13
17354,7225,21
27334,3060,22
4627,3490,15
10717,377,23
25057,6237,16
26394,3830,16
30332,9232,14
491,9940,3
30035,8642,15
3917,2365,11
22911,2872,19
32093,8574,12
10112,665,15
15857,3988,18
18361,3277,16
9156,7553,18
32625,9,16
30163,9113,15
15477,2883,15
26716,6609,19
22498,8454,14
3933,3708,16
7372,9452,14
15167,5239,17
28948,1523,15
1707,1704,16
18786,6883,15
12181,9969,9
16492,5991,22
20394,546,17
19962,6170,14
13338,7434,19
17879,9313,15
30356,1108,19
25827,7716,13
21641,8825,14
18252,9421,12
6892,841,15
1466,9938,5
22017,651,21
19147,34,17
26234,2631,13
14694,911,20
21913,7809,18
21913,7809,18
2629,5918,16
17881,2442,16
25714,2391,15
26564,286,18
8657,7636,23
22338,6103,16
19397,1290,15
9736,4364,16
9425,7196,17
25452,5686,13
31128,8951,14
28714,7482,12
26959,3722,21
9579,3743,16
17975,9875,14
3614,6944,13
22154,2505,18
5078,4722,14
32078,7840,12
32464,3849,19
31715,9959,6
28712,4929,14
10389,8121,15
4173,2782,10
17371,1925,20
18717,6298,13
3485,6322,18
7117,6327,21
24176,6097,18
21572,7158,16
25213,64,15
4778,1873,17
23597,9759,12
6353,1700,22
819,5018,17
22417,7918,16
23048,3452,22
5858,3203,18
235,8125,8
23778,7968,15
20333,8338,17
25329,5505,13
29186,4417,11
32021,4931,16
20630,7625,12
23363,359,16
22444,2143,20
30495,1006,21
14102,7330,18
23955,5330,14
2286,4125,10
22885,6296,19
10904,115,18
15055,3280,18
22710,4543,26
10198,987,21
13132,3201,19
10265,1760,16
28759,110,16
3487,8154,15
7032,7762,14
17102,8422,22
29645,2261,19
22352,2210,18
5903,3727,17
28575,8209,11
210,5760,9
17464,1586,26
6920,2330,18
16725,8685,20
26288,5412,13
8420,5114,13
28448,2020,16
17825,7751,19
12970,318,24
24099,4102,19
1686,1755,18
31496,6277,16
15075,6555,17
19924,632,21
15481,6694,13
10017,6930,16
25248,9595,11
24187,5783,19
8280,2608,19
1385,8091,10
16898,3941,23
22913,4905,17
9905,1095,21
24983,8859,13
30748,1752,13
20287,8114,15
31910,9314,11
21089,3143,17
7401,9815,11
19633,9915,6
20819,1877,11
8287,1609,18
32593,3667,15
13181,2561,20
7682,6725,19
25162,1454,12
21506,5479,17
5815,8931,16
2437,1738,17
24194,7583,15
13138,2980,18
24202,586,20
30544,6680,20
28820,9904,8
27424,1393,23
3208,22,16
7555,4268,15
6994,3706,17
4454,5200,15
13809,1261,15
5831,9623,14
18857,153,18
31044,2353,17
17590,4387,21
10205,7869,18
14283,917,22
25867,8633,10
424,4792,14
25896,1899,15
10050,5233,19
11317,3871,22
19940,2292,19
14055,5802,23
5254,8934,12
29597,4362,17
11556,7476,17
6033,8550,16
31324,3118,18
10152,6380,17
14862,8755,16
31091,2989,14
14010,6480,18
9866,845,19
25587,5335,13
15723,6890,23
12691,9583,15
12990,8968,20
12629,7889,22
13092,2333,15
18039,6162,22
13366,6774,18
13822,7042,15
5284,7264,11
11478,3585,22
248,5389,12
8440,1022,16
10428,3323,16
30333,9268,13
1308,8552,11
5858,3203,18
28237,6115,12
32307,7468,14
2938,2371,16
5288,8390,10
26807,8469,17
3561,1391,19
9048,1117,22
18993,1090,9
32629,6405,14
15548,4149,18
25082,205,20
28218,8432,10
8681,5413,22
25598,8404,14
15740,2768,24
30160,9126,14
26164,791,16
12900,8060,17
16191,4552,25
13545,848,22
19942,6241,17
12031,2817,19
4784,7797,14
4309,2799,14
19467,9395,10
4797,7981,14
28975,8848,12
22149,9844,11
1578,5867,13
837,6034,16
8137,8653,15
3448,955,12
23418,6483,18
15358,8096,14
23647,8989,15
9951,9001,13
25473,4848,16
14048,4812,24
23355,7620,12
26169,5220,15
4298,1114,13
5034,4955,15
10165,304,19
25543,9717,7
28644,6186,11
31664,9169,14
5343,2485,17
3558,8094,15
27278,4551,18
23940,8013,16
17774,2985,22
17981,5564,21
12527,4416,25
2191,8513,12
23735,6627,14
25412,8028,12
24035,1032,15
26102,7331,14
15691,8099,20
5141,3165,15
13401,4211,20
10282,9653,11
14389,3728,17
8190,2713,20
10535,9746,11
13644,8693,18
2035,1428,15
1024,5588,16
2191,8513,12
9715,3045,16
6358,1368,22
21150,9809,12
5031,4652,15
31177,3112,19
7620,8527,15
15912,7175,18
18547,19,23
4110,4305,17
25637,3076,15
22628,9272,13
5540,2724,15
4418,3755,16
29414,2068,22
9467,2140,19
12031,2817,19
10778,3337,18
29181,970,13
24194,7583,15
12076,3878,17
8116,2796,17
3400,1468,17
9244,3968,20
12701,7371,21
24603,6583,15
31023,3449,15
23901,4037,16
1652,6570,10
5212,9075,12
2772,352,13
15233,6895,14
15083,1648,20
20944,5185,13
6559,8575,15
5216,7394,13
15197,8452,14
15232,3364,16
28681,2449,13
1181,513,19
6011,8538,17
26560,1194,17
8704,8038,22
14050,1211,25
32038,2084,15
5895,2303,18
11769,3631,20
29937,6888,18
12654,6013,18
9020,6464,23
18367,1712,13
21910,7219,20
9654,1861,18
8421,7169,12
26567,4085,16
21714,9749,11
16562,2973,29
273,6830,11
17610,2369,26
29125,3078,18
21542,9841,10
26019,690,14
9222,5993,19
5623,5107,13
27837,5671,17
21604,2186,20
22039,9267,16
3122,5870,13
2515,8937,13
8185,4854,19
5488,9215,12
526,9480,6
29188,9828,9
22910,5238,16
1065,5745,19
24167,8896,15
19174,8863,12
5895,2303,18
18581,8004,16
17190,3401,25
3724,8876,12
25251,9552,12
6844,9087,11
4958,4205,20
31935,5599,14
27530,8712,15
9456,9573,13
21714,9749,11
4942,8943,13
3096,8419,14
232,9918,5
3998,580,17
31539,831,17
7837,2153,16
1377,1544,11
29085,4151,11
4528,8908,14
4572,7478,11
13310,6651,20
14928,5725,18
14283,917,22
18065,3896,23
10819,8927,16
26968,4502,21
27384,6124,20
17647,9851,14
18921,9455,14
9962,1598,17
19184,3215,17
15105,2340,18
2502,6778,15
14642,8711,16
24486,9349,14
30519,6111,18
26707,974,21
26099,2247,19
31972,9626,9
8597,4554,23
23136,7284,16
7349,1111,20
26536,746,18
9367,8463,18
10478,3178,18
23684,2648,20
26686,4110,20
16512,9250,19
2407,6995,13
674,9699,4
2021,8919,12
16872,3583,20
25729,6048,13
9722,2808,16
12111,1422,16
8918,3969,20
6122,5723,16
10179,6051,18
28943,9960,7
8365,4770,17
13816,7303,14
20866,2253,15
2971,4746,15
28559,5398,14
26438,2809,16
31667,6056,16
24195,8449,14
26887,2135,17
11602,5670,22
6731,2105,15
2150,703,20
4696,8991,10
14819,602,25
9974,1028,19
25195,7989,12
4029,9320,9
7709,1340,16
22180,7977,19
24958,7091,15
29027,2164,12
21784,8068,19
15358,8096,14
3305,7410,16
871,8267,16
22926,7656,17
26221,8326,15
14687,4172,19
6624,5720,17
3507,2234,20
1382,9734,8
2694,1409,16
1236,515,18
18947,9537,12
29942,8086,17
30618,9753,9
29477,1629,24
7336,7450,18
27277,8727,16
17970,7496,16
27182,9934,10
8730,5277,23
19561,9898,7
16343,2277,22
6144,1791,18
3614,6944,13
28682,131,14
1978,9513,11
7424,4135,19
25832,4013,15
20978,3392,15
6862,2185,16
15702,1014,21
11481,8978,19
27196,5734,16
26732,6387,16
28566,5619,13
17362,9325,18
2090,3312,14
22843,2345,22
7690,4199,18
13027,9588,17
4643,1207,14
14150,1918,19
5288,8390,10
22606,2358,15
28201,4448,14
27113,6755,17
9524,8353,16
32699,6084,17
15171,5145,18
29282,9185,16
30107,9837,10
